Location,Region,District,Street,Price,Price_sqm,Views,Area,Rooms,Floors,Bathrooms,Building_type,Ceiling_height,Condition,Date_added,Date_edited,Date_scraped,Latitude,Longitude,Address,Facilities,Additional_info,url,On_request,Error,Floor,Storeys,Listing_type,Property_type,Platform_name,Airconditioner,Canalization,Centralheating,Electricity,Gas,Heating,Hotwater,Internet,Irrigation,Sewerage,Water,Water24_7,Attic,Balcony,Basement,Bilateral,Buildingexistence,Closetothebusstation,Elevator,Equipment,Eurowindows,Fence,Fireplace,Furniture,Garage,Gate,Grating,Gym,Heatedfloor,Heater,Highfirstfloor,Irondoor,Laminateflooring,Loggia,Openbalcony,Park,Parking,Parquet,Playground,Roadside,Sauna,Securitysystem,Storageroom,Sunny,Swimmingpool,Tile,Has_view
"Shirak, Gyumri, Shirakatsi St",Shirak, Gyumri, Shirakatsi St,80000,211,8421.0,380,4,2,2,Stone,3.2,Good,15.04.2015,09.09.2017,08.05.2022,40.8007819,43.8343261,"8/1, Շիրակացու փողոց, Գյումրի, Ախուրյանի տարածաշրջան, Շիրակի մարզ, 3118, Հայաստան","Irrigation,Sewerage,Canalization,Gas,Water,water24/7","Eurowindows,Openbalcony,Attic,Basement,Tile",https://myrealty.am/en/new-build-house-for-sale/Shirakatsi+St/Gyumri/Shirak/1550,0,0,,,for sale,house,bars.am,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Shirak, Gyumri, Shirakatsi St",Shirak, Gyumri, Shirakatsi St,80000,211,10507.0,380,4,2,2,Stone,3.2,Good,08.04.2015,09.09.2017,08.05.2022,40.8007819,43.8343261,"8/1, Շիրակացու փողոց, Գյումրի, Ախուրյանի տարածաշրջան, Շիրակի մարզ, 3118, Հայաստան","Water,water24/7,Gas","Garage,Sunny,Tile,Eurowindows,Attic,Basement,Openbalcony",https://myrealty.am/en/new-build-house-for-sale/Shirakatsi+St/Gyumri/Shirak/1223,0,0,,,for sale,house,bars.am,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"Yerevan, Malatia-Sebastia, Noy district",Yerevan, Malatia-Sebastia, Noy district,400000,1143,5694.0,350,3,1,1,Other,3.0,Newly repaired,16.03.2015,03.08.2021,08.05.2022,40.173917,44.445775,"Այբուբեն, Զորավար Անդրանիկի փողոց, Մալաթիա-Սեբաստիա, Երևան, 0034, Հայաստան","Water,water24/7,Electricity,Air-conditioner,Internet,Hotwater,Gas,Heating","Equipment,Furniture",https://myrealty.am/en/house-for-sale/Noy+district/Malatia-Sebastia/Yerevan/868,0,0,,,for sale,house,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Arabkir, Aygedzor alley",Yerevan, Arabkir, Aygedzor alley,370000,661,2483.0,560,4,3,1,Stone,2.8,Good,10.02.2015,08.07.2021,08.05.2022,40.191918,44.499147,"7, Ջեյմս Բրայսի փողոց, Արաբկիր, Երևան, 0019, Հայաստան","Heating,Gas,Water",Basement,https://myrealty.am/en/house-for-sale/Aygedzor+alley/Arabkir/Yerevan/93764,0,0,,,for sale,house,bars.am,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Vahagni district, Hrazdan St",Yerevan, Vahagni district, Hrazdan St,385000,548,12689.0,702,4,2,3,Stone,3.0,Newly repaired,02.02.2015,22.11.2021,08.05.2022,40.2199697,44.44757903,"16, Արաքս փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0029, Հայաստան","Air-conditioner,Internet,Hotwater,Gas,Heating","Openbalcony,Equipment,Furniture",https://myrealty.am/en/new-build-house-for-sale/Hrazdan+St/Vahagni+district/Yerevan/486,0,0,,,for sale,house,myrealty.am,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Vahagni district, Arpa",Yerevan, Vahagni district, Arpa,360000,360,10943.0,1000,4,3,3,Stone,3.2,Good,28.01.2015,12.07.2021,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","Water,Air-conditioner,Heating","Garage,Openbalcony",https://myrealty.am/en/house-for-sale/Arpa/Vahagni+district/Yerevan/15008,0,0,,,for sale,house,bars.am,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Davtashen, Davtashen 3 district",Yerevan, Davtashen, Davtashen 3 district,530000,1116,8050.0,475,4,3,2,Stone,3.2,Newly repaired,19.01.2015,09.07.2021,08.05.2022,40.21844779,44.49177718,"88, Դավթաշենի 3-րդ զանգված, Դավթաշենի 3-րդ թաղամաս, Դավթաշեն, Երևան, 0054, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Balcony,Basement,Tile,Parquet,Securitysystem,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Playground,Park,Buildingexistence,Gate,Fence",https://myrealty.am/en/new-build-house-for-sale/Davtashen+3+district/Davtashen/Yerevan/14972,0,0,,,for sale,house,myrealty.am,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1
"Yerevan, Erebuni, Davit Bek St",Yerevan, Erebuni, Davit Bek St,500000,625,10094.0,800,4,2,3,Monolit,3.2,Newly repaired,17.01.2015,12.07.2021,08.05.2022,40.17989588,44.5628375,"Հայորդանց Վարժարան, Հունան Ավետիսյան փողոց, Նոր Նորքի 7-րդ զանգված, Նոր Նորք, Երևան, 0092, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Loggia,Openbalcony,Tile,Swimmingpool,Sunny,Roadside,Parking,Garage,Gate,Fence",https://myrealty.am/en/house-for-sale/Davit+Bek+St/Erebuni/Yerevan/316,0,0,,,for sale,house,myrealty.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
"Yerevan, Arabkir, Nikol Duman St",Yerevan, Arabkir, Nikol Duman St,205000,554,3442.0,370,7,3,3,Stone,2.8,Good,11.10.2014,12.07.2021,08.05.2022,40.1997967,44.4878826,"39, Նիկոլ Դումանի փողոց, Արաբկիր, Երևան, 0028, Հայաստան","Water,Air-conditioner,Internet,Gas,Heating","Sauna,Swimmingpool,Garage,Openbalcony",https://myrealty.am/en/house-for-sale/Nikol+Duman+St/Arabkir/Yerevan/94489,0,0,,,for sale,house,myrealty.am,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"Yerevan, Vahagni district, Sevak st",Yerevan, Vahagni district, Sevak st,275000,1375,2063.0,200,4,2,3,Stone,3.0,Newly repaired,08.10.2014,13.07.2021,08.05.2022,40.2206937,44.4570326,"7, Աշտարակի խճուղի, Աջափնյակ, Երևան, 0088, Հայաստան","Heating,Air-conditioner,Gas,Water","Furniture,Equipment,Eurowindows,Loggia,Openbalcony,Tile,Parquet,Swimmingpool,Sunny,View,Roadside,Closetothebusstation,Garage,Sauna",https://myrealty.am/en/house-for-sale/Sevak+st/Vahagni+district/Yerevan/105930,0,0,,,for sale,house,myrealty.am,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1
"Yerevan, Arabkir, Mamikoniants St",Yerevan, Arabkir, Mamikoniants St,260000,565,3472.0,460,4,3,2,Stone,3.2,Newly repaired,19.09.2014,06.08.2021,08.05.2022,40.209435,44.51775,"gg Laboratories, 44/4, Մամիկոնյանց փողոց, Արաբկիր, Երևան, 0014, Հայաստան","Water,Gas,Heating","Garage,Basement,Openbalcony",https://myrealty.am/en/house-for-sale/Mamikoniants+St/Arabkir/Yerevan/94495,0,0,,,for sale,house,myrealty.am,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Qanaqer-Zeytun, Kanaker 1 St",Yerevan, Qanaqer-Zeytun, Kanaker 1 St,160000,205,4461.0,780,4,1,1,Stone,2.8,Newly repaired,08.09.2014,27.03.2021,08.05.2022,40.220875,44.538849,"17, Ֆանարջյան փողոց, Քանաքեռ-Զեյթուն, Երևան, 0052, Հայաստան","Water,Gas,Heating","Swimmingpool,Garage,Basement",https://myrealty.am/en/house-for-sale/Kanaker+1+St/Qanaqer-Zeytun/Yerevan/35671,0,0,,,for sale,house,myrealty.am,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Yerevan, Center, Sayat-Nova Ave",Yerevan, Center, Sayat-Nova Ave,500000,2381,2637.0,210,3,1,1,Stone,2.8,Zero condition,29.08.2014,08.07.2021,08.05.2022,40.181574,44.521809,"Սիրիական Համեմունքներ, Սայաթ-Նովայի պողոտա, Կենտրոն, Երևան, 0100, Հայաստան","Water,Gas",Basement,https://myrealty.am/en/house-for-sale/Sayat-Nova+Ave/Center/Yerevan/94134,0,0,,,for sale,house,myrealty.am,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Arabkir, Hakobyan St",Yerevan, Arabkir, Hakobyan St,170000,1030,8367.0,165,4,3,3,Monolit,2.8,Newly repaired,28.08.2014,09.04.2021,08.05.2022,40.200883,44.491126,"4, Հակոբ Հակոբյան փողոց, Արաբկիր, Երևան, 0033, Հայաստան","Water,Gas,Heating","Irondoor,Bilateral,Roadside,Sunny,Parquet,Tile,Eurowindows,Openbalcony",https://myrealty.am/en/new-build-house-for-sale/Hakobyan+St/Arabkir/Yerevan/14326,0,0,,,for sale,house,bars.am,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
"Yerevan, Norq Marash, Norq 7 St",Yerevan, Norq Marash, Norq 7 St,400000,721,4036.0,555,4,3,3,Stone,3.0,Newly repaired,22.07.2014,06.08.2021,08.05.2022,40.174296,44.540179,"117, Նորքի 9-րդ փողոց, Նորք Մարաշ, Երևան, 0047, Հայաստան","Water,Air-conditioner,Gas,Heating","Sauna,Swimmingpool,Garage,Openbalcony,Equipment,Furniture",https://myrealty.am/en/new-build-house-for-sale/Norq+7+St/Norq+Marash/Yerevan/70743,0,0,,,for sale,house,myrealty.am,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"Yerevan, Arabkir, Ghapantsian St",Yerevan, Arabkir, Ghapantsian St,275000,172,4986.0,1600,4,3,1,Monolit,2.8,Newly repaired,07.07.2014,16.07.2021,08.05.2022,40.178718,44.513291,"Ազգային պատկերասրահ, 1, Արամի փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Water,Gas,Heating","Swimmingpool,Garage,Basement",https://myrealty.am/en/house-for-sale/Ghapantsian+St/Arabkir/Yerevan/66325,0,0,,,for sale,house,myrealty.am,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Yerevan, Arabkir, Ghapantsian St",Yerevan, Arabkir, Ghapantsian St,235000,147,5198.0,1600,4,3,1,Monolit,2.8,Newly repaired,07.07.2014,12.07.2021,08.05.2022,40.178718,44.513291,"Ազգային պատկերասրահ, 1, Արամի փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Gas,Water","Basement,Garage,Swimmingpool",https://myrealty.am/en/house-for-sale/Ghapantsian+St/Arabkir/Yerevan/66326,0,0,,,for sale,house,bars.am,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Yerevan, Norq Marash, Norq 2 alley",Yerevan, Norq Marash, Norq 2 alley,150000,1250,7044.0,120,4,3,1,Stone,3.2,Newly repaired,19.03.2014,27.03.2021,08.05.2022,40.17451,44.540168,"115, Նորքի 9-րդ փողոց, Նորք Մարաշ, Երևան, 0047, Հայաստան","Water,Gas,Heating","Garage,Balcony,Openbalcony",https://myrealty.am/en/house-for-sale/Norq+2+alley/Norq+Marash/Yerevan/37932,0,0,,,for sale,house,bars.am,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Tamanyan St",Yerevan, Center, Tamanyan St,850000,3632,873.0,234,4,3,2,Stone,2.8,Good,03.02.2014,10.11.2021,08.05.2022,40.1891645,44.5148902,"1, Թամանյանի փողոց, Երևան, 0009, Հայաստան","Heating,Gas,Internet,Air-conditioner,Water","Basement,Garage",https://myrealty.am/en/house-for-sale/Tamanyan+St/Center/Yerevan/116090,0,0,,,for sale,house,bars.am,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Aygestan 10 St",Yerevan, Center, Aygestan 10 St,220000,453,2716.0,486,4,2,1,Stone,2.8,Good,27.06.2013,13.07.2021,08.05.2022,40.176791,44.530434,"Նորք Մարաշ, Երևան, 0025, Հայաստան","Gas,Heating",Garage,https://myrealty.am/en/house-for-sale/Aygestan+10+St/Center/Yerevan/94136,0,0,,,for sale,house,bars.am,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Erebuni, Nor Aresh 42 St",Yerevan, Erebuni, Nor Aresh 42 St,180000,257,623.0,700,6,2,2,Stone,3.0,Newly repaired,17.01.2022,17.01.2022,08.05.2022,40.1407474,44.5203928,"Նիկոլայ Գոգոլի անվ. 35 դպրոց, 16, Էրեբունու փողոց, Էրեբունի, Երևան, 0041, Հայաստան","Heating,Internet,Hotwater,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Swimmingpool,Sunny,View,Roadside,Closetothebusstation,Parking,Garage,Playground,Park,Gate,Fence",https://myrealty.am/en/house-for-sale/Nor+Aresh+42+St/Erebuni/Yerevan/118015,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1
"Yerevan, Erebuni, Nor Aresh 12 St",Yerevan, Erebuni, Nor Aresh 12 St,170000,283,758.0,600,4,1,2,Stone,2.8,Newly repaired,17.01.2022,17.01.2022,08.05.2022,40.1500437,44.4767335,"«ՄԻԿԱ» ՄԱՐԶԱՀԱՄԱԼԻՐ, Չեխովի փողոց, Ներքին Շենգավիթ, Շենգավիթ, Երևան, 0039, Հայաստան","Heating,Internet,Hotwater,Electricity,Gas,Water,water24/7","Eurowindows,Tile,Swimmingpool,Sunny,View,Roadside,Closetothebusstation,Garage,Playground,Park,Fence",https://myrealty.am/en/house-for-sale/Nor+Aresh+12+St/Erebuni/Yerevan/118014,0,0,,,for sale,house,bars.am,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1
"Yerevan, Erebuni, Nor Aresh 40 St",Yerevan, Erebuni, Nor Aresh 40 St,150000,448,708.0,335,6,2,3,Stone,3.0,Newly repaired,17.01.2022,17.01.2022,08.05.2022,40.1390088,44.5142422,"14, Նոր Արեշի 15-րդ փողոց, Էրեբունի, Երևան, 0041, Հայաստան","Heating,Internet,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Eurowindows,Openbalcony,Tile,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/house-for-sale/Nor+Aresh+40+St/Erebuni/Yerevan/118013,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Arabkir, Keri St",Yerevan, Arabkir, Keri St,80000,800,480.0,100,4,1,1,Stone,3.0,Good,16.01.2022,16.01.2022,08.05.2022,40.2025101,44.4887823,"66, Քեռու փողոց, Արաբկիր, Երևան, 0028, Հայաստան","Gas,Internet,Electricity,water24/7,Water","Eurowindows,Garage,Irondoor",https://myrealty.am/en/house-for-sale/Keri+St/Arabkir/Yerevan/118145,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Avan, Abovyan dis",Yerevan, Avan, Abovyan dis,137000,274,691.0,500,5,2,2,Monolit,3.0,Zero condition,16.01.2022,16.01.2022,08.05.2022,40.1811888,44.5156909,"3, Աբովյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Sewerage,Canalization,Water,water24/7,Electricity","Irondoor,Bilateral,Fence,Gate,Parking,Eurowindows,Openbalcony",https://myrealty.am/en/new-build-house-for-sale/Abovyan+dis/Avan/Yerevan/117996,0,0,,,for sale,house,bars.am,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Yerevan, Arabkir, N. Tigranyan St",Yerevan, Arabkir, N. Tigranyan St,460000,1278,796.0,360,5,2,2,Monolit,3.0,Newly repaired,15.01.2022,15.01.2022,08.05.2022,40.2053572,44.5199322,"5, Նիկողայոս Տիգրանյան փողոց, Արաբկիր, Երևան, 0014, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Grating,Irondoor,Openbalcony,Basement,Laminateflooring,Parquet,Securitysystem,Sunny,Roadside,Closetothebusstation,Parking,Buildingexistence,Gate,Fence",https://myrealty.am/en/new-build-house-for-sale/N.+Tigranyan+St/Arabkir/Yerevan/117941,0,0,,,for sale,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0
"Yerevan, Erebuni, Sari Tagh 7th st",Yerevan, Erebuni, Sari Tagh 7th st,130000,616,897.0,211,5,2,2,Stone,3.0,Newly repaired,13.01.2022,13.01.2022,08.05.2022,40.1587648,44.5254114,"37, Սարի Թաղի 6-րդ փողոց, Սարի Թաղ, Էրեբունի, Երևան, 0017, Հայաստան","Heating,Internet,Hotwater,Electricity,Gas,Water,water24/7","Eurowindows,Openbalcony,Tile,Sunny,View,Roadside,Closetothebusstation,Parking,Playground,Park",https://myrealty.am/en/house-for-sale/Sari+Tagh+7th+st/Erebuni/Yerevan/117887,0,0,,,for sale,house,bars.am,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1
"Yerevan, Arabkir, N. Tigranyan St",Yerevan, Arabkir, N. Tigranyan St,460000,1278,707.0,360,5,2,2,Monolit,3.0,Newly repaired,12.01.2022,15.02.2022,08.05.2022,40.2053572,44.5199322,"5, Նիկողայոս Տիգրանյան փողոց, Արաբկիր, Երևան, 0014, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Grating,Irondoor,Loggia,Openbalcony,Storageroom,Tile,Parquet,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Playground,Park,Buildingexistence,Gate,Fence",https://myrealty.am/en/house-for-sale/N.+Tigranyan+St/Arabkir/Yerevan/117873,0,0,,,for sale,house,bars.am,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1
"Yerevan, Davtashen, Davtashen 2 district",Yerevan, Davtashen, Davtashen 2 district,170000,340,950.0,500,4,1,2,Monolit,3.0,Newly repaired,10.01.2022,10.01.2022,08.05.2022,40.2231108,44.4928745,"46/1, Դավթաշենի 2-րդ զանգված, Դավթաշենի 2-րդ թաղամաս, Դավթաշեն, Երևան, 0054, Հայաստան","Heating,Internet,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Loggia,Openbalcony,Balcony,Storageroom,Tile,Laminateflooring,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Parking,Garage",https://myrealty.am/en/new-build-house-for-sale/Davtashen+2+district/Davtashen/Yerevan/117826,0,0,,,for sale,house,bars.am,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1
"Yerevan, Center, Paronyan St",Yerevan, Center, Paronyan St,130000,828,1121.0,157,5,3,2,Stone,2.8,Good,10.01.2022,10.01.2022,08.05.2022,40.1822175,44.4986607,"19/3, Պարոնյան փողոց, Երևան, 0018, Հայաստան","Sewerage,Canalization,Water,water24/7,Electricity,Hotwater,Gas",Openbalcony,https://myrealty.am/en/house-for-sale/Paronyan+St/Center/Yerevan/117783,0,0,,,for sale,house,bars.am,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Davtashen, Mikoyan St",Yerevan, Davtashen, Mikoyan St,275000,1279,663.0,215,4,3,2,Monolit,3.0,Newly repaired,10.01.2022,10.01.2022,08.05.2022,40.2155138,44.4950903,"Methane Station, Եղվարդի խճուղի, Դավթաշեն, Երևան, 0054, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Sunny,View,Bilateral,Closetothebusstation,Garage,Playground,Park,Gate,Fence",https://myrealty.am/en/new-build-house-for-sale/Mikoyan+St/Davtashen/Yerevan/117773,0,0,,,for sale,house,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1
"Yerevan, Nor Norq, Bagrevand district",Yerevan, Nor Norq, Bagrevand district,430000,538,851.0,800,6,2,2,Stone,2.8,Good,08.01.2022,08.01.2022,08.05.2022,40.2011412,44.5826291,"32, Բագրևանդի փողոց, Բագրևանդ, Նոր Նորքի 2-րդ զանգված, Նոր Նորք, Երևան, 0067, Հայաստան","Heating,Internet,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Parquet,Swimmingpool,Sunny,Closetothebusstation,Garage,Fence",https://myrealty.am/en/house-for-sale/Bagrevand+district/Nor+Norq/Yerevan/117785,0,0,,,for sale,house,bars.am,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
"Yerevan, Arabkir, Keri St",Yerevan, Arabkir, Keri St,450000,1800,1194.0,250,4,2,2,Monolit,3.0,Newly repaired,07.01.2022,07.01.2022,08.05.2022,40.2002107,44.4869919,"44, Քեռու փողոց, Արաբկիր, Երևան, 0028, Հայաստան","Sewerage,Canalization,Water,water24/7,Electricity,Internet,Hotwater,Gas,Heating","Equipment,Furniture",https://myrealty.am/en/new-build-house-for-sale/Keri+St/Arabkir/Yerevan/117736,0,0,,,for sale,house,myrealty.am,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kotayk, Nor Hachn, Nor Hachn",Kotayk, Nor Hachn, Nor Hachn,240000,300,742.0,800,3,3,2,Monolit,3.0,Newly repaired,23.12.2021,09.02.2022,08.05.2022,40.3007262,44.5814295,"Araqel Brutyan, Գայի փողոց, Նոր Հաճն, Եղվարդի տարածաշրջան, Կոտայքի մարզ, 2412, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Irondoor,Roadside,View,Sunny,Tile,Eurowindows",https://myrealty.am/en/new-build-house-for-sale/Nor+Hachn/Nor+Hachn/Kotayk/117565,0,0,,,for sale,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
"Aragatsotn, Ashtarak, Ashtarak",Aragatsotn, Ashtarak, Ashtarak,270000,90,701.0,3000,7,2,5,Monolit,3.2,Newly repaired,22.12.2021,22.12.2021,08.05.2022,40.2928735,44.3505077,"N-1, 2, Մեսրոպ Մաշտոցի փողոց, Աշտարակ, Աշտարակի տարածաշրջան, Արագածոտնի մարզ, 0202, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Heater,Fireplace,Eurowindows,Grating,Irondoor,Loggia,Openbalcony,Storageroom,Basement,Tile,Parquet,Heatedfloor,Securitysystem,Sunny,View,Bilateral,Roadside,Parking,Garage,Playground,Park,Buildingexistence,Gate,Fence",https://myrealty.am/en/new-build-house-for-sale/Ashtarak/Ashtarak/Aragatsotn/117554,0,0,,,for sale,house,myrealty.am,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
