Location,Region,District,Street,Price,Price_sqm,Views,Area,Rooms,Floors,Bathrooms,Building_type,Ceiling_height,Condition,Date_added,Date_edited,Date_scraped,Latitude,Longitude,Address,Facilities,Additional_info,url,On_request,Error,Floor,Storeys,Listing_type,Property_type,Platform_name,Airconditioner,Canalization,Centralheating,Electricity,Gas,Heating,Hotwater,Internet,Irrigation,Sewerage,Water,Water24_7,Attic,Balcony,Basement,Bilateral,Buildingexistence,Closetothebusstation,Elevator,Equipment,Eurowindows,Fence,Fireplace,Furniture,Garage,Gate,Grating,Gym,Heatedfloor,Heater,Highfirstfloor,Irondoor,Laminateflooring,Loggia,Openbalcony,Park,Parking,Parquet,Playground,Roadside,Sauna,Securitysystem,Storageroom,Sunny,Swimmingpool,Tile,Has_view
"Yerevan, Qanaqer-Zeytun, A. Tigranyan St",Yerevan, Qanaqer-Zeytun, A. Tigranyan St,350298,701,9734.0,500,7,3,5,Stone,3.2,Good,01.11.2018,25.01.2019,08.05.2022,40.1992282,44.52808879,"52, Արմեն Տիգրանյանի փողոց, Քանաքեռ-Զեյթուն, Երևան, 0037, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Centralheating,Gas,Water,water24/7","Eurowindows,Grating,Irondoor,Openbalcony,Basement,Parquet,Swimmingpool,Roadside,Parking,Garage,Buildingexistence,Gate,Fence,Sauna",https://myrealty.am/en/house-for-sale/A.+Tigranyan+St/Qanaqer-Zeytun/Yerevan/64360,0,0,,,for sale,house,bars.am,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0
"Yerevan, Erebuni, Davit Bek St",Yerevan, Erebuni, Davit Bek St,87000,967,1734.0,90,5,2,2,Stone,2.8,Good,08.07.2021,08.07.2021,08.05.2022,40.1837344,44.5624052,"286/6, Դավիթ Բեկի փողոց, Նոր Նորք, Երևան, 0092, Հայաստան","Heating,Hotwater,Irrigation,Electricity,Gas,Water,water24/7","Eurowindows,Openbalcony,Basement,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/house-for-sale/Davit+Bek+St/Erebuni/Yerevan/112404,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
"Yerevan, Avan, M. Babajanyan St",Yerevan, Avan, M. Babajanyan St,310000,775,1503.0,400,5,2,4,Monolit,3.0,Newly repaired,08.07.2021,19.09.2021,08.05.2022,40.2195686,44.5648663,"7/7, Մարշալ Բաբաջանյանի փողոց, Ավան, Երևան, 0040, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny,View,Bilateral,Closetothebusstation,Playground,Park,Gate,Fence",https://myrealty.am/en/new-build-house-for-sale/M.+Babajanyan+St/Avan/Yerevan/112390,0,0,,,for sale,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1
"Kotayk, Proshyan,",Kotayk, Proshyan,,92000,61,1188.0,1500,4,3,1,Monolit,3.0,Zero condition,04.07.2021,04.07.2021,08.05.2022,40.2507786,44.419895,"5/2, Բարեկամության փողոց, Պռոշյան, Եղվարդի տարածաշրջան, Կոտայքի մարզ, 2413, Հայաստան","Irrigation,Sewerage,Canalization,Electricity,Water,water24/7","Irondoor,Openbalcony,Sunny,View,Bilateral,Roadside,Closetothebusstation,Gate,Fence",https://myrealty.am/en/new-build-house-for-sale//Proshyan/Kotayk/112295,0,0,,,for sale,house,bars.am,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"Yerevan, Davtashen, Melqumov St",Yerevan, Davtashen, Melqumov St,210000,460,2424.0,457,5,3,2,Monolit,3.0,Good,03.07.2021,12.01.2022,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Irrigation,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Eurowindows,Openbalcony,Tile,Sunny,View,Closetothebusstation",https://myrealty.am/en/new-build-house-for-sale/Melqumov+St/Davtashen/Yerevan/112285,0,0,,,for sale,house,bars.am,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Arabkir 17 St",Yerevan, Arabkir, Arabkir 17 St,280000,1400,1384.0,200,6,3,4,Stone,3.0,Zero condition,02.07.2021,13.07.2021,08.05.2022,40.2030984,44.5091718,"21A, Արաբկիրի 17-րդ փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Sunny,Roadside,Garage,Park,Gate",https://myrealty.am/en/house-for-sale/Arabkir+17+St/Arabkir/Yerevan/112290,0,0,,,for sale,house,bars.am,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Yerevan, Arabkir, Arabkir 17 St",Yerevan, Arabkir, Arabkir 17 St,280000,1400,1218.0,200,6,3,4,Stone,3.0,Zero condition,02.07.2021,13.07.2021,08.05.2022,40.2030984,44.5091718,"21A, Արաբկիրի 17-րդ փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Sunny,Roadside,Garage,Park,Gate",https://myrealty.am/en/house-for-sale/Arabkir+17+St/Arabkir/Yerevan/112289,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Yerevan, Arabkir, Arabkir 17 St",Yerevan, Arabkir, Arabkir 17 St,280000,1400,1292.0,200,6,3,4,Stone,3.0,Zero condition,02.07.2021,13.07.2021,08.05.2022,40.2030984,44.5091718,"21A, Արաբկիրի 17-րդ փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Sunny,Roadside,Garage,Park,Gate",https://myrealty.am/en/house-for-sale/Arabkir+17+St/Arabkir/Yerevan/112288,0,0,,,for sale,house,bars.am,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Yerevan, Nor Norq, Jrvej district",Yerevan, Nor Norq, Jrvej district,185000,370,1361.0,500,3,2,2,Stone,2.8,Newly repaired,01.07.2021,01.07.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Laminateflooring,View,Garage",https://myrealty.am/en/house-for-sale/Jrvej+district/Nor+Norq/Yerevan/112225,0,0,,,for sale,house,myrealty.am,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"Kotayk, Yeghvard, Safaryan str",Kotayk, Yeghvard, Safaryan str,60000,36,985.0,1678,7,2,1,Stone,3.0,Zero condition,26.06.2021,26.06.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան",Electricity,"Fireplace,Grating,Irondoor,Openbalcony,Tile,Parquet,Sunny,View,Roadside,Closetothebusstation,Garage,Buildingexistence,Gate,Fence",https://myrealty.am/en/house-for-sale/Safaryan+str/Yeghvard/Kotayk/112067,0,0,,,for sale,house,myrealty.am,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1
"Kotayk, Jrvejh, Jrvezh",Kotayk, Jrvejh, Jrvezh,125000,313,1211.0,400,4,3,2,Stone,2.8,Newly repaired,25.06.2021,11.11.2021,08.05.2022,40.1912573,44.5887604,"""Հին Ջրվեժ"", Բագրևանդի փողոց, Բագրևանդ, Նոր Նորքի 2-րդ զանգված, Նոր Նորք, Ջրվեժ, 0067, Հայաստան","Heating,Electricity,Gas,Water,water24/7","Openbalcony,Heatedfloor,Sunny,View,Closetothebusstation",https://myrealty.am/en/house-for-sale/Jrvezh/Jrvejh/Kotayk/112049,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Yerevan, Nor Norq, Jrvej district",Yerevan, Nor Norq, Jrvej district,200000,200,1892.0,1000,6,2,3,Monolit,3.0,Good,25.06.2021,16.07.2021,08.05.2022,40.1848526,44.5981861,"62, Ջրվեժի 13֊րդ փողոց, Ջրվեժ, Գառնու տարածաշրջան, Կոտայքի մարզ, 0089, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Heater,Fireplace,Eurowindows,Grating,Irondoor,Loggia,Openbalcony,Balcony,Storageroom,Basement,Tile,Laminateflooring,Parquet,Securitysystem,Swimmingpool,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Playground,Park,Gate,Fence,Sauna",https://myrealty.am/en/new-build-house-for-sale/Jrvej+district/Nor+Norq/Yerevan/112101,0,0,,,for sale,house,myrealty.am,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Yerevan, Nor Norq, Jrvej district",Yerevan, Nor Norq, Jrvej district,200000,200,1291.0,1000,6,2,3,Monolit,3.0,Good,25.06.2021,16.07.2021,08.05.2022,40.1848526,44.5981861,"62, Ջրվեժի 13֊րդ փողոց, Ջրվեժ, Գառնու տարածաշրջան, Կոտայքի մարզ, 0089, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Heater,Fireplace,Eurowindows,Grating,Irondoor,Loggia,Openbalcony,Balcony,Storageroom,Basement,Tile,Laminateflooring,Parquet,Securitysystem,Swimmingpool,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Playground,Park,Gate,Fence,Sauna",https://myrealty.am/en/new-build-house-for-sale/Jrvej+district/Nor+Norq/Yerevan/112100,0,0,,,for sale,house,bars.am,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Yerevan, Avan, Paruyr Sevak dis.",Yerevan, Avan, Paruyr Sevak dis.,290000,468,2226.0,620,5,2,2,Monolit,3.0,Newly repaired,20.06.2021,19.09.2021,08.05.2022,40.2284687,44.5793544,"29, Պարույր Սևակ թաղ 1-ին փողոց, Առինջ, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 3742210, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny,View,Bilateral,Closetothebusstation,Garage,Playground,Park,Gate,Fence",https://myrealty.am/en/new-build-house-for-sale/Paruyr+Sevak+dis./Avan/Yerevan/111861,0,0,,,for sale,house,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1
"Kotayk, Qasakh, P. Sevak",Kotayk, Qasakh, P. Sevak,90000,391,1099.0,230,3,1,1,Stone,3.2,Newly repaired,17.06.2021,17.06.2021,08.05.2022,40.2355256,44.4514419,"9, Վազգեն Սարգսյանի փողոց, Քասախ, Եղվարդի տարածաշրջան, Կոտայքի մարզ, 2415, Հայաստան","Heating,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Storageroom,Basement,Tile,Laminateflooring,Parquet,View,Roadside,Closetothebusstation,Parking,Gate,Fence",https://myrealty.am/en/house-for-sale/P.+Sevak/Qasakh/Kotayk/111779,0,0,,,for sale,house,bars.am,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1
"Yerevan, Center, M.Khorenatsi St",Yerevan, Center, M.Khorenatsi St,153000,1186,1363.0,129,3,1,1,Stone,2.8,Good,16.06.2021,16.06.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Sewerage,Canalization,Water,water24/7,Electricity",Park,https://myrealty.am/en/house-for-sale/M.Khorenatsi+St/Center/Yerevan/111773,0,0,,,for sale,house,myrealty.am,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Kotayk, Tsaghkadzor, Tsaghkadzor",Kotayk, Tsaghkadzor, Tsaghkadzor,195000,271,1415.0,720,7,2,5,Stone,2.8,Good,15.06.2021,27.10.2021,08.05.2022,40.5317434,44.7159759,"Օլիմպիական փողոց, Ծաղկա‎ձոր, Կոտայքի մարզ, 2310, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating",Openbalcony,https://myrealty.am/en/house-for-sale/Tsaghkadzor/Tsaghkadzor/Kotayk/111701,0,0,,,for sale,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Avan, Paruyr Sevak dis.",Yerevan, Avan, Paruyr Sevak dis.,290000,468,1688.0,620,5,2,2,Monolit,3.0,Newly repaired,15.06.2021,26.08.2021,08.05.2022,40.2284687,44.5793544,"29, Պարույր Սևակ թաղ 1-ին փողոց, Առինջ, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 3742210, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Sunny,View,Bilateral,Closetothebusstation,Buildingexistence,Gate,Fence",https://myrealty.am/en/new-build-house-for-sale/Paruyr+Sevak+dis./Avan/Yerevan/111860,0,0,,,for sale,house,myrealty.am,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Yerevan, Avan, Paruyr Sevak dis.",Yerevan, Avan, Paruyr Sevak dis.,290000,468,1645.0,620,5,2,2,Monolit,3.0,Newly repaired,15.06.2021,13.09.2021,08.05.2022,40.2284687,44.5793544,"29, Պարույր Սևակ թաղ 1-ին փողոց, Առինջ, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 3742210, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Sunny,View,Bilateral,Closetothebusstation,Buildingexistence,Gate,Fence",https://myrealty.am/en/new-build-house-for-sale/Paruyr+Sevak+dis./Avan/Yerevan/111859,0,0,,,for sale,house,myrealty.am,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Kotayk, Ptghni, Ptghni",Kotayk, Ptghni, Ptghni,85000,142,1141.0,600,7,3,2,Stone,3.0,Good,15.06.2021,15.06.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Openbalcony,Basement,Parquet,Sunny,View,Closetothebusstation,Garage",https://myrealty.am/en/house-for-sale/+Ptghni/Ptghni/Kotayk/111677,0,0,,,for sale,house,bars.am,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
"Yerevan, Center, Rostom St",Yerevan, Center, Rostom St,100000,847,1014.0,118,4,1,1,Stone,2.8,Newly repaired,15.06.2021,15.06.2021,08.05.2022,40.167205,44.5177864,"24, Ռոստոմի փողոց, Կենտրոն, Երևան, 0018, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating",Garage,https://myrealty.am/en/house-for-sale/Rostom+St/Center/Yerevan/111671,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Avan, Tsarav Aghbyur St",Yerevan, Avan, Tsarav Aghbyur St,235000,1237,1358.0,190,4,1,1,Stone,2.8,Newly repaired,14.06.2021,13.07.2021,08.05.2022,40.215894,44.5563975,"139, Ծարավ Աղբյուրի փողոց, Ավան, Երևան, 0040, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Basement,Tile,Laminateflooring,Sunny,Gate",https://myrealty.am/en/house-for-sale/Tsarav+Aghbyur+St/Avan/Yerevan/111649,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Kotayk, Jrvejh, Jrvezh",Kotayk, Jrvejh, Jrvezh,200000,200,6776.0,1000,4,2,3,Stone,2.8,Newly repaired,22.06.2015,01.09.2021,08.05.2022,40.185556,44.586944,"3, Ջրվեժի 4-րդ փողոց, Ջրվեժ, Գառնու տարածաշրջան, Կոտայքի մարզ, 0089, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas","Furniture,Equipment,Fireplace,Openbalcony,Securitysystem,Gym,Swimmingpool,Parking,Garage,Gate,Fence,Sauna",https://myrealty.am/en/house-for-sale/Jrvezh/Jrvejh/Kotayk/3390,0,0,,,for sale,house,bars.am,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
"Yerevan, Arabkir, Babayan St",Yerevan, Arabkir, Babayan St,918000,1258,4361.0,730,4,4,3,Monolit,3.2,Zero condition,12.06.2015,08.07.2021,08.05.2022,40.1988941,44.520252,"6, Բաբայան փողոց, Քանաքեռ-Զեյթուն, Երևան, 0037, Հայաստան","Internet,Irrigation,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Fireplace,Loggia,Openbalcony,Balcony,Attic,Basement,Securitysystem,Gym,Swimmingpool,Sunny,View,Bilateral,Roadside,Closetothebusstation,Garage,Buildingexistence,Gate,Fence,Sauna",https://myrealty.am/en/house-for-sale/Babayan+St/Arabkir/Yerevan/87571,0,0,,,for sale,house,bars.am,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1
"Yerevan, Davtashen, Yeghvard Hightway",Yerevan, Davtashen, Yeghvard Hightway,170000,65,14150.0,2600,4,3,1,Stone,3.2,Good,10.06.2015,09.04.2021,08.05.2022,40.21622786,44.497743,"1, Ձոր 1 թաղամաս, Դավթաշեն, Երևան, 0054, Հայաստան","Electricity,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Sunny,View,Bilateral,Roadside,Garage,Gate,Fence,Highfirstfloor",https://myrealty.am/en/new-build-house-for-sale/Yeghvard+Hightway/Davtashen/Yerevan/2819,0,0,,,for sale,house,myrealty.am,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"Yerevan, Malatia-Sebastia, Argavand St",Yerevan, Malatia-Sebastia, Argavand St,280000,326,45902.0,860,4,3,3,Stone,3.2,Newly repaired,02.06.2015,11.12.2020,08.05.2022,40.173917,44.445775,"Այբուբեն, Զորավար Անդրանիկի փողոց, Մալաթիա-Սեբաստիա, Երևան, 0034, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Grating,Irondoor,Loggia,Openbalcony,Attic,Basement,Tile,Laminateflooring,Parquet,Securitysystem,Gym,Swimmingpool,Sunny,Bilateral,Roadside,Closetothebusstation,Garage,Playground,Park,Buildingexistence,Gate,Fence",https://myrealty.am/en/new-build-house-for-sale/Argavand+St/Malatia-Sebastia/Yerevan/2634,0,0,,,for sale,house,myrealty.am,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0
"Yerevan, Arabkir, Tbilisian alley(Arabkir)",Yerevan, Arabkir, Tbilisian alley(Arabkir),200000,123,9744.0,1628,3,1,1,Stone,2.8,Newly repaired,02.06.2015,17.07.2021,08.05.2022,40.227757,44.5374716,"Շամպայն գինիների գործարան, 20, Թբիլիսյան խճուղի, Քանաքեռ-Զեյթուն, Երևան, 0052, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Garage,Roadside,Closetothebusstation,Eurowindows,Equipment,Furniture",https://myrealty.am/en/house-for-sale/Tbilisian+alley%28Arabkir%29/Arabkir/Yerevan/2625,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Yerevan, Nor Norq, Jrvej 5th st",Yerevan, Nor Norq, Jrvej 5th st,150000,99,5037.0,1520,4,2,1,Stone,2.8,Good,29.05.2015,26.10.2021,08.05.2022,40.185556,44.586944,"3, Ջրվեժի 4-րդ փողոց, Ջրվեժ, Գառնու տարածաշրջան, Կոտայքի մարզ, 0089, Հայաստան","water24/7,Electricity,Gas,Heating","Irondoor,Garage,Parquet,Tile,Eurowindows",https://myrealty.am/en/house-for-sale/Jrvej+5th+st/Nor+Norq/Yerevan/2541,0,0,,,for sale,house,bars.am,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Armavir, Paraqar, Paraqar",Armavir, Paraqar, Paraqar,89000,127,3634.0,700,4,3,2,Stone,3.2,Newly repaired,20.05.2015,20.07.2020,08.05.2022,40.1682988,44.4053332,"42, Տիգրան Պետրոսյան փողոց, Փարաքար, Վաղարշապատի տարածաշրջան, Արմավիրի մարզ, 1149, Հայաստան","Heating,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Grating,Loggia,Openbalcony,Storageroom,Basement,Tile,Laminateflooring,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Garage,Park,Buildingexistence,Gate,Fence",https://myrealty.am/en/house-for-sale/Paraqar/Paraqar/Armavir/2285,0,0,,,for sale,house,bars.am,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1
"Yerevan, Vahagni district, Hrazdan St",Yerevan, Vahagni district, Hrazdan St,330000,600,10132.0,550,4,3,3,Stone,3.2,Zero condition,15.05.2015,22.11.2021,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","Irrigation,Water,water24/7,Electricity,Internet,Hotwater,Gas,Heating",Eurowindows,https://myrealty.am/en/new-build-house-for-sale/Hrazdan+St/Vahagni+district/Yerevan/2207,0,0,,,for sale,house,myrealty.am,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Malatia-Sebastia, Mush dis.",Yerevan, Malatia-Sebastia, Mush dis.,150000,417,9071.0,360,7,2,1,Stone,3.0,Newly repaired,12.05.2015,27.03.2021,08.05.2022,40.1686452,44.457492,"Սեբաստիայի փողոց, Մալաթիա-Սեբաստիա, Երևան, 0032, Հայաստան","Water,water24/7,Electricity,Internet,Hotwater,Gas,Heating","Eurowindows,Equipment,Furniture",https://myrealty.am/en/house-for-sale/Mush+dis./Malatia-Sebastia/Yerevan/2138,0,0,,,for sale,house,bars.am,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kotayk, Tsaghkadzor, Pahlavunyats st",Kotayk, Tsaghkadzor, Pahlavunyats st,450000,300,7971.0,1500,4,2,3,Stone,3.2,Newly repaired,30.04.2015,09.09.2017,08.05.2022,44.725,40.531389,"Унароковское сельское поселение, Мостовский район, Краснодарский край, Южный федеральный округ, Россия","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Grating,Irondoor,Loggia,Openbalcony,Balcony,Storageroom,Basement,Tile,Laminateflooring,Securitysystem,Swimmingpool,Sunny,View,Roadside,Garage,Park,Gate,Fence",https://myrealty.am/en/house-for-sale/Pahlavunyats+st/Tsaghkadzor/Kotayk/1952,0,0,,,for sale,house,myrealty.am,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1
"Yerevan, Arabkir, Hovsep Emin St",Yerevan, Arabkir, Hovsep Emin St,90000,409,11705.0,220,3,2,1,Stone,3.0,Newly repaired,20.04.2015,15.02.2021,08.05.2022,40.20658806,44.49719485,"62, Հովսեփ Էմինի փողոց, Արաբկիր, Երևան, 0012, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Eurowindows,Openbalcony",https://myrealty.am/en/house-for-sale/Hovsep+Emin+St/Arabkir/Yerevan/1689,0,0,,,for sale,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
