Location,Region,District,Street,Price,Price_sqm,Views,Area,Rooms,Floor,Storeys,Bathrooms,Building_type,Ceiling_height,Condition,Date_added,Date_edited,Date_scraped,Latitude,Longitude,Address,Facilities,Additional_info,url,On_request,Error,Listing_type,Property_type,Floors,Platform_name,Airconditioner,Canalization,Centralheating,Electricity,Gas,Heating,Hotwater,Internet,Irrigation,Sewerage,Water,Water24_7,Attic,Balcony,Basement,Bilateral,Buildingexistence,Closetothebusstation,Elevator,Equipment,Eurowindows,Fence,Fireplace,Furniture,Garage,Gate,Grating,Gym,Heatedfloor,Heater,Highfirstfloor,Irondoor,Laminateflooring,Loggia,Openbalcony,Park,Parking,Parquet,Playground,Roadside,Sauna,Securitysystem,Storageroom,Sunny,Swimmingpool,Tile,Has_view
"Yerevan, Center, Charents St",Yerevan, Center, Charents St,110000,1294,1221.0,85.0,3,1,6,1,Stone,3.0,Good,13.05.2021,22.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Hotwater,Electricity,Gas,Water,water24/7","Eurowindows,Grating,Irondoor,Balcony,Basement,Tile,Parquet,Sunny,Parking,Playground,Highfirstfloor",https://myrealty.am/en/3-bedroom/apartment-for-sale/Charents+St/Center/Yerevan/110251,0,0,for sale,apartment,,bars.am,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
"Yerevan, Center, Lalayants st",Yerevan, Center, Lalayants st,195000,2010,1448.0,97.0,3,3,9,1,Panel,2.8,Newly repaired,13.05.2021,22.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Balcony,Tile,Laminateflooring,Sunny,View,Roadside,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale/Lalayants+st/Center/Yerevan/110241,0,0,for sale,apartment,,myrealty.am,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Center, Antarayin St",Yerevan, Center, Antarayin St,475000,3146,1743.0,151.0,3,5,6,3,Monolit,3.0,Newly repaired,13.05.2021,16.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,water24/7","Irondoor,Openbalcony,Sunny,View,Roadside,Closetothebusstation",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Antarayin+St/Center/Yerevan/110238,0,0,for sale,apartment,,bars.am,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"Yerevan, Center, Antarayin St",Yerevan, Center, Antarayin St,510000,1569,1670.0,325.0,5,4,4,4,Monolit,3.2,Newly repaired,13.05.2021,25.04.2022,08.05.2022,40.1936828,44.5065926,"186, Անտառային փողոց, Երևան, 0077, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Water,water24/7","Fireplace,Eurowindows,Irondoor,Loggia,Openbalcony,Storageroom,Tile,Laminateflooring,Swimmingpool,Sunny,View,Bilateral,Playground,Park,Elevator",https://myrealty.am/en/5-bedroom/apartment-for-sale-in-new-construction/Antarayin+St/Center/Yerevan/110218,0,0,for sale,apartment,,myrealty.am,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1
"Yerevan, Center, E. Qochar St",Yerevan, Center, E. Qochar St,112500,1125,1557.0,100.0,3,6,16,2,Panel,2.8,Newly repaired,13.05.2021,22.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Eurowindows,Tile,Parquet,Sunny,View,Closetothebusstation,Parking,Playground",https://myrealty.am/en/3-bedroom/apartment-for-sale/E.+Qochar+St/Center/Yerevan/110203,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, N. Zaryan St",Yerevan, Arabkir, N. Zaryan St,410000,2000,1180.0,205.0,4,8,16,1,Other,3.0,Newly repaired,13.05.2021,18.08.2021,08.05.2022,40.2040303,44.5167895,"ԲՈՇ ավտոսերվիս, Նաիրի Զարյան փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Loggia,Openbalcony,Balcony,Tile,Laminateflooring,Parquet,Sunny,View,Roadside,Closetothebusstation,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-sale/N.+Zaryan+St/Arabkir/Yerevan/110201,0,0,for sale,apartment,,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1
"Yerevan, Center, Aram St",Yerevan, Center, Aram St,450000,3333,1611.0,135.0,3,11,14,2,Monolit,3.0,Newly repaired,13.05.2021,18.08.2021,08.05.2022,40.1812627,44.5115928,"48, Արամի փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Loggia,Openbalcony,Tile,Laminateflooring,Parquet,Sunny,View,Roadside,Closetothebusstation,Parking,Garage,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Aram+St/Center/Yerevan/110200,0,0,for sale,apartment,,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1
"Yerevan, Center, Saryan St",Yerevan, Center, Saryan St,200000,2083,1323.0,96.0,3,2,9,1,Panel,2.8,Good,12.05.2021,22.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Sunny",https://myrealty.am/en/3-bedroom/apartment-for-sale/Saryan+St/Center/Yerevan/110169,0,0,for sale,apartment,,myrealty.am,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Yerevan, Arabkir, Griboedov St",Yerevan, Arabkir, Griboedov St,90000,1268,1147.0,71.0,3,7,18,1,Monolit,3.2,Good,12.05.2021,02.07.2021,08.05.2022,40.2127333,44.5145065,"23/4, Գրիբոյեդով փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Elevator,Openbalcony",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Griboedov+St/Arabkir/Yerevan/110167,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Pushkin St",Yerevan, Center, Pushkin St,155000,1520,1336.0,102.0,3,4,4,1,Stone,2.8,Good,12.05.2021,19.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Parquet,Tile,Eurowindows,Openbalcony",https://myrealty.am/en/3-bedroom/apartment-for-sale/Pushkin+St/Center/Yerevan/110154,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"Yerevan, Arabkir, Azatutyan Ave",Yerevan, Arabkir, Azatutyan Ave,77000,1185,1410.0,65.0,2,4,5,1,Stone,2.8,Newly repaired,12.05.2021,22.05.2021,08.05.2022,40.2075574,44.5268261,"Արաբկիր շրջանի ոստիկանություն, Մամիկոնյանց փողոց, Արաբկիր, Երևան, 0014, Հայաստան","Gas,Air-conditioner,Centralheating,Electricity,Water,Sewerage,Canalization","Furniture,Equipment,Openbalcony,Eurowindows,Tile,Parquet,Irondoor",https://myrealty.am/en/2-bedroom/apartment-for-sale/Azatutyan+Ave/Arabkir/Yerevan/110675,0,0,for sale,apartment,,myrealty.am,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"Yerevan, Center, Tigran Mets Ave",Yerevan, Center, Tigran Mets Ave,115000,1055,1469.0,109.0,4,4,4,2,Stone,3.2,Zero condition,12.05.2021,16.08.2021,08.05.2022,40.1740286,44.5135278,"12, Տիգրան Մեծի պողոտա, Կենտրոն, Երևան, 0010, Հայաստան","Sewerage,Canalization,Electricity,Gas,Water,water24/7","Irondoor,Openbalcony,Attic,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking",https://myrealty.am/en/4-bedroom/apartment-for-sale/Tigran+Mets+Ave/Center/Yerevan/110168,0,0,for sale,apartment,,bars.am,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
"Yerevan, Center, Abovyan St",Yerevan, Center, Abovyan St,245000,1992,1435.0,123.0,4,4,4,1,Stone,3.0,Good,11.05.2021,11.05.2021,08.05.2022,40.1849472,44.5198739,"19, Աբովյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Sunny,View,Closetothebusstation,Playground,Park",https://myrealty.am/en/4-bedroom/apartment-for-sale/Abovyan+St/Center/Yerevan/110149,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Davtashen, Davtashen 1 district",Yerevan, Davtashen, Davtashen 1 district,65000,670,664.0,97.0,3,10,14,1,Panel,2.8,Good,10.05.2021,10.05.2021,08.05.2022,40.216411,44.4806889,"13, Դավթաշենի 7-րդ փողոց, Դավթաշեն գյուղ, Դավթաշեն, Երևան, 0048, Հայաստան","Hotwater,Electricity,Gas,Water,water24/7","Irondoor,Balcony,Tile,Parquet,Sunny,View,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale/Davtashen+1+district/Davtashen/Yerevan/110108,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Buzand St",Yerevan, Center, Buzand St,170000,2833,1515.0,60.0,2,8,15,1,Monolit,3.0,Newly repaired,10.05.2021,10.05.2021,08.05.2022,40.17597,44.5174591,"1/3, Բյուզանդի փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Centralheating,Water,water24/7","Furniture,Equipment,Irondoor,Openbalcony,Laminateflooring,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Playground,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Buzand+St/Center/Yerevan/110105,0,0,for sale,apartment,,bars.am,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1
"Yerevan, Davtashen, Sasna Tsrer St",Yerevan, Davtashen, Sasna Tsrer St,150000,2000,1573.0,75.0,3,11,18,1,Monolit,3.0,Newly repaired,10.05.2021,16.08.2021,08.05.2022,40.2120888,44.4905689,"1/4, Սասնա Ծռերի փողոց, Դավթաշեն, Երևան, 0054, Հայաստան","Hotwater,Electricity,Centralheating,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Sasna+Tsrer+St/Davtashen/Yerevan/110098,0,0,for sale,apartment,,myrealty.am,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1
"Yerevan, Achapnyak, Leninakan St",Yerevan, Achapnyak, Leninakan St,220000,1571,1400.0,140.0,4,3,6,2,Monolit,3.0,Newly repaired,10.05.2021,17.08.2021,08.05.2022,40.7929026,43.8464971,"Անկախության արձան, Անկախության հրապարակ, Գյումրի, Ախուրյանի տարածաշրջան, Շիրակի մարզ, 3101, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Sunny,Bilateral,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Leninakan+St/Achapnyak/Yerevan/110075,0,0,for sale,apartment,,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"Yerevan, Center, Tigran Mets Ave",Yerevan, Center, Tigran Mets Ave,84000,1012,1225.0,83.0,3,12,14,1,Panel,2.8,Newly repaired,10.05.2021,18.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Water,water24/7,Hotwater,Gas","Closetothebusstation,View,Sunny,Elevator,Openbalcony",https://myrealty.am/en/3-bedroom/apartment-for-sale/Tigran+Mets+Ave/Center/Yerevan/110068,0,0,for sale,apartment,,myrealty.am,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Yerevan, Center, Aram St",Yerevan, Center, Aram St,300000,3226,1349.0,93.0,3,15,15,1,Monolit,3.2,Newly repaired,10.05.2021,18.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Openbalcony,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Parking,Playground,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale/Aram+St/Center/Yerevan/110065,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Charents St",Yerevan, Center, Charents St,225000,2296,1676.0,98.0,3,4,5,1,Stone,3.2,Newly repaired,09.05.2021,03.09.2021,08.05.2022,40.1840481,44.5272061,"Չարենցի փողոց, Կենտրոն, Երևան, 0025, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Securitysystem,Sunny,Roadside,Closetothebusstation,Fence",https://myrealty.am/en/3-bedroom/apartment-for-sale/Charents+St/Center/Yerevan/110056,0,0,for sale,apartment,,bars.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
"Yerevan, Arabkir, Baghramyan 2 alley",Yerevan, Arabkir, Baghramyan 2 alley,60000,1053,1738.0,57.0,2,1,5,1,Stone,2.8,Good,09.05.2021,09.05.2021,08.05.2022,40.1942976,44.498686,"6, Մարշալ Բաղրամյանի 2-րդ նրբանցք, Արաբկիր, Երևան, 0019, Հայաստան","water24/7,Electricity,Gas,Heating",Eurowindows,https://myrealty.am/en/2-bedroom/apartment-for-sale/Baghramyan+2+alley/Arabkir/Yerevan/110054,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Tpagrichner St",Yerevan, Center, Tpagrichner St,205000,2050,1530.0,100.0,4,3,4,2,Stone,3.2,Newly repaired,08.05.2021,03.09.2021,08.05.2022,40.1770784,44.5207409,"13, Տպագրիչների փողոց, Կենտրոն, Երևան, 0100, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Eurowindows,Irondoor,Laminateflooring,Sunny,View,Closetothebusstation,Park",https://myrealty.am/en/4-bedroom/apartment-for-sale/Tpagrichner+St/Center/Yerevan/110052,0,0,for sale,apartment,,bars.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"Yerevan, Arabkir, Kasyan St",Yerevan, Arabkir, Kasyan St,82000,1262,1457.0,65.0,2,3,4,1,Stone,3.0,Newly repaired,08.05.2021,13.09.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Water,water24/7,Electricity,Air-conditioner,Internet,Hotwater,Gas,Heating","Closetothebusstation,Sunny,Parquet,Tile,Eurowindows,Balcony,Openbalcony",https://myrealty.am/en/2-bedroom/apartment-for-sale/Kasyan+St/Arabkir/Yerevan/110044,0,0,for sale,apartment,,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
"Yerevan, Arabkir, Azatutyan Ave",Yerevan, Arabkir, Azatutyan Ave,115000,1211,1819.0,95.0,4,3,5,1,Stone,3.0,Newly repaired,08.05.2021,08.05.2021,08.05.2022,40.2068477,44.5275842,"20, Ազատության պողոտա, Քանաքեռ-Զեյթուն, Երևան, 0014, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Tile,Sunny",https://myrealty.am/en/4-bedroom/apartment-for-sale/Azatutyan+Ave/Arabkir/Yerevan/110033,0,0,for sale,apartment,,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"Yerevan, Center, D. Demirchyan St",Yerevan, Center, D. Demirchyan St,170000,1789,1544.0,95.0,3,5,6,1,Stone,3.0,Newly repaired,07.05.2021,18.11.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny,View",https://myrealty.am/en/3-bedroom/apartment-for-sale/D.+Demirchyan+St/Center/Yerevan/110030,0,0,for sale,apartment,,myrealty.am,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Heratsi St",Yerevan, Center, Heratsi St,150000,1364,1490.0,110.0,4,2,4,2,Stone,3.0,Newly repaired,07.05.2021,16.08.2021,08.05.2022,40.1917459,44.5304932,"1/4, Մյասնիկյանի պողոտա, Երևան, 0011, Հայաստան","Sewerage,Canalization,Water,water24/7,Electricity,Air-conditioner,Internet,Gas,Heating,Hotwater","Irondoor,Park,Roadside,Closetothebusstation,Eurowindows,Openbalcony",https://myrealty.am/en/4-bedroom/apartment-for-sale/Heratsi+St/Center/Yerevan/110289,0,0,for sale,apartment,,bars.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"Yerevan, Arabkir, N. Zaryan St",Yerevan, Arabkir, N. Zaryan St,270000,1667,806.0,162.0,3,5,16,1,Monolit,3.2,Newly repaired,05.08.2021,05.08.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Parquet,Sunny,View,Closetothebusstation,Parking,Playground",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/N.+Zaryan+St/Arabkir/Yerevan/113189,0,0,for sale,apartment,,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Adonts St",Yerevan, Arabkir, Adonts St,148000,2056,998.0,72.0,3,8,9,1,Monolit,3.0,Newly repaired,05.08.2021,12.12.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Sewerage,Canalization,Electricity,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Storageroom,Tile,Parquet,Sunny,Parking,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Adonts+St/Arabkir/Yerevan/113186,0,0,for sale,apartment,,bars.am,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
"Yerevan, Center, Mashtots Ave",Yerevan, Center, Mashtots Ave,395000,2194,695.0,180.0,5,4,4,2,Stone,3.0,Newly repaired,05.08.2021,15.02.2022,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,water24/7","Fireplace,Eurowindows,Openbalcony,Storageroom,Attic,Tile,Parquet,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Parking,Playground,Sauna",https://myrealty.am/en/5-bedroom/apartment-for-sale/Mashtots+Ave/Center/Yerevan/113185,0,0,for sale,apartment,,bars.am,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
"Yerevan, Center, Abovyan St",Yerevan, Center, Abovyan St,459000,2330,745.0,197.0,5,1,5,1,Stone,3.2,Good,05.08.2021,05.08.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Eurowindows,Storageroom,Sunny,Garage",https://myrealty.am/en/5-bedroom/apartment-for-sale/Abovyan+St/Center/Yerevan/113183,0,0,for sale,apartment,,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Yerevan, Center, Abovyan St",Yerevan, Center, Abovyan St,357000,1879,715.0,190.0,5,5,5,3,Stone,3.2,Newly repaired,05.08.2021,12.02.2022,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Parquet,Sunny,View,Closetothebusstation,Parking,Playground,Sauna",https://myrealty.am/en/5-bedroom/apartment-for-sale/Abovyan+St/Center/Yerevan/113182,0,0,for sale,apartment,,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1
"Yerevan, Center, Koryun St",Yerevan, Center, Koryun St,240000,1655,805.0,145.0,5,3,3,2,Stone,2.8,Newly repaired,05.08.2021,10.02.2022,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Parquet,Sunny,View,Roadside,Closetothebusstation",https://myrealty.am/en/5-bedroom/apartment-for-sale/Koryun+St/Center/Yerevan/113178,0,0,for sale,apartment,,myrealty.am,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1
"Yerevan, Arabkir, Hovsep Emin St",Yerevan, Arabkir, Hovsep Emin St,99000,1112,907.0,89.0,3,6,9,1,Panel,2.8,Newly repaired,05.08.2021,02.12.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Sunny,Roadside,Closetothebusstation",https://myrealty.am/en/3-bedroom/apartment-for-sale/Hovsep+Emin+St/Arabkir/Yerevan/113172,0,0,for sale,apartment,,bars.am,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
"Yerevan, Center, M.Khorenatsi St",Yerevan, Center, M.Khorenatsi St,286000,1430,663.0,200.0,6,4,8,3,Panel,3.0,Newly repaired,05.08.2021,09.02.2022,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Sewerage,Canalization,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Heatedfloor,Sunny,View,Bilateral,Roadside,Playground,Park",https://myrealty.am/en/6-bedroom/apartment-for-sale/M.Khorenatsi+St/Center/Yerevan/113161,0,0,for sale,apartment,,bars.am,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
