Location,Region,District,Street,Price,Views,Area,Rooms,Floor,Storeys,Bathrooms,Building_type,Ceiling_height,Condition,Date_added,Date_edited,Date_scraped,Latitude,Longitude,Address,Facilities,Additional_info,url,On_request,Price_sqm,Error,Floors,Listing_type,Property_type,Platform_name,Airconditioner,Canalization,Centralheating,Electricity,Gas,Heating,Hotwater,Internet,Irrigation,Sewerage,Water,Water24_7,Attic,Balcony,Basement,Bilateral,Buildingexistence,Closetothebusstation,Elevator,Equipment,Eurowindows,Fence,Fireplace,Furniture,Garage,Gate,Grating,Gym,Heatedfloor,Heater,Highfirstfloor,Irondoor,Laminateflooring,Loggia,Openbalcony,Park,Parking,Parquet,Playground,Roadside,Sauna,Securitysystem,Storageroom,Sunny,Swimmingpool,Tile,Has_view
"Yerevan, Center, Tumanyan St",Yerevan, Center, Tumanyan St,700.0,3043.0,78,2,4,5,1,Stone,3.0,Newly repaired,06.08.2019,12.04.2021,08.05.2022,40.1816302,44.5188868,"22, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Parking,Playground",https://myrealty.am/en/2-bedroom/apartment-for-rent/Tumanyan+St/Center/Yerevan/82390,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Abovyan St",Yerevan, Center, Abovyan St,1300.0,2776.0,104,4,2,5,1,Stone,3.0,Newly repaired,05.08.2019,24.03.2020,08.05.2022,40.1829486,44.5174863,"11, Աբովյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Air-conditioner",Openbalcony,https://myrealty.am/en/4-bedroom/apartment-for-rent/Abovyan+St/Center/Yerevan/82362,0,,0,,for rent,apartment,myrealty.am,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Mashtots Ave",Yerevan, Center, Mashtots Ave,1300.0,3192.0,120,3,3,4,1,Stone,3.0,Newly repaired,05.08.2019,12.04.2021,08.05.2022,40.1793886,44.5063563,"16, Մեսրոպ Մաշտոցի պողոտա, Երևան, 0015, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Playground,Closetothebusstation,View,Sunny,Laminateflooring,Tile,Eurowindows,Openbalcony,Equipment,Furniture",https://myrealty.am/en/3-bedroom/apartment-for-rent/Mashtots+Ave/Center/Yerevan/82348,0,,0,,for rent,apartment,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Aghayan St",Yerevan, Center, Aghayan St,500.0,2619.0,72,2,8,9,1,Panel,2.8,Newly repaired,05.08.2019,16.12.2019,08.05.2022,40.1860368,44.5198235,"Կենտրոն, Երևան, 068, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Parquet,Sunny,View,Closetothebusstation,Parking,Playground,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent/Aghayan+St/Center/Yerevan/82343,0,,0,,for rent,apartment,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Aram St",Yerevan, Center, Aram St,1700.0,2940.0,120,3,6,17,1,Monolit,3.2,Newly repaired,05.08.2019,01.05.2020,08.05.2022,40.1835852,44.5079517,"Դարգեթ գարեջրատուն, 72, Արամի փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Heating,Internet,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Parking,Playground,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Aram+St/Center/Yerevan/82340,0,,0,,for rent,apartment,bars.am,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Aram St",Yerevan, Center, Aram St,1700.0,3398.0,120,3,6,17,1,Monolit,3.2,Newly repaired,05.08.2019,16.04.2021,08.05.2022,40.1835852,44.5079517,"Դարգեթ գարեջրատուն, 72, Արամի փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Parking,Playground,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Aram+St/Center/Yerevan/82338,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Aghayan St",Yerevan, Center, Aghayan St,500.0,2763.0,72,2,8,9,1,Panel,2.8,Newly repaired,05.08.2019,12.04.2021,08.05.2022,40.1860368,44.5198235,"Կենտրոն, Երևան, 068, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Parquet,Sunny,View,Closetothebusstation,Parking,Playground,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent/Aghayan+St/Center/Yerevan/82336,0,,0,,for rent,apartment,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Kievyan St",Yerevan, Arabkir, Kievyan St,400.0,2776.0,84,3,2,5,1,Stone,3.0,Good,02.08.2019,03.06.2020,08.05.2022,40.1965237,44.4903536,"11, Կիևյան փողոց, Արաբկիր, Երևան, 0033, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Laminateflooring,Sunny,View,Roadside,Closetothebusstation",https://myrealty.am/en/3-bedroom/apartment-for-rent/Kievyan+St/Arabkir/Yerevan/98317,0,,0,,for rent,apartment,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1
"Yerevan, Center, Amiryan St",Yerevan, Center, Amiryan St,1200.0,3321.0,98,3,10,12,1,Other,3.0,Newly repaired,02.08.2019,26.07.2020,08.05.2022,40.181484,44.5073112,"18/3, Ամիրյան փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent/Amiryan+St/Center/Yerevan/82254,0,,0,,for rent,apartment,bars.am,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1
"Yerevan, Center, Leo St",Yerevan, Center, Leo St,1000.0,3013.0,65,2,13,18,1,Monolit,3.0,Newly repaired,01.08.2019,14.12.2019,08.05.2022,40.1808018,44.5045458,"1, Լեոյի փողոց, Կենտրոն, Երևան, 0015, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Securitysystem,Sunny,View,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Leo+St/Center/Yerevan/82225,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
"Yerevan, Center, Abovyan St",Yerevan, Center, Abovyan St,900.0,3039.0,85,3,2,5,1,Stone,2.8,Good,01.08.2019,14.12.2019,08.05.2022,40.1855438,44.5215347,"36, Աբովյան փողոց, Կենտրոն, Երևան, 0009, Հայաստան","Heating,Gas,Hotwater,Internet,Air-conditioner,Centralheating,Electricity,water24/7,Water","Furniture,Equipment,Eurowindows,Tile,Sunny,View,Closetothebusstation",https://myrealty.am/en/3-bedroom/apartment-for-rent/Abovyan+St/Center/Yerevan/82224,0,,0,,for rent,apartment,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Aram St",Yerevan, Center, Aram St,1000.0,3073.0,110,3,10,18,1,Monolit,3.0,Newly repaired,01.08.2019,13.12.2019,08.05.2022,40.1835852,44.5079517,"Դարգեթ գարեջրատուն, 72, Արամի փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Heating,Internet,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Eurowindows,Openbalcony,Tile,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Aram+St/Center/Yerevan/82217,0,,0,,for rent,apartment,myrealty.am,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Arabkir, Vratsakan St",Yerevan, Arabkir, Vratsakan St,1300.0,2876.0,100,3,2,5,1,Stone,3.0,Newly repaired,01.08.2019,12.04.2021,08.05.2022,40.2089668,44.5110005,"21, Վրացական փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Parking,Playground",https://myrealty.am/en/3-bedroom/apartment-for-rent/Vratsakan+St/Arabkir/Yerevan/82205,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1
"Yerevan, Achapnyak, Bashinjaxyan St",Yerevan, Achapnyak, Bashinjaxyan St,300.0,2935.0,94,3,10,16,1,Panel,2.8,Good,01.08.2019,01.08.2019,08.05.2022,40.2081112,44.4686705,"188, Բաշինջաղյան փողոց, Աջափնյակ, Երևան, 0078, Հայաստան","Internet,Hotwater,Sewerage,Canalization,Electricity,Water,water24/7","Furniture,Equipment,Irondoor,Loggia,Openbalcony,Parquet,Sunny,View,Roadside,Closetothebusstation,Playground,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent/Bashinjaxyan+St/Achapnyak/Yerevan/82197,0,,0,,for rent,apartment,myrealty.am,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1
"Yerevan, Arabkir, Kasyan St",Yerevan, Arabkir, Kasyan St,400.0,2918.0,40,2,5,5,1,Stone,3.0,Good,30.07.2019,16.12.2019,08.05.2022,40.2004516,44.494276,"Կոմիտասի պողոտա, Արաբկիր, Երևան, 0033, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Laminateflooring,Sunny,View,Roadside,Closetothebusstation,Park",https://myrealty.am/en/2-bedroom/apartment-for-rent/Kasyan+St/Arabkir/Yerevan/84719,0,,0,,for rent,apartment,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1
"Yerevan, Center, Tigran Mets Ave",Yerevan, Center, Tigran Mets Ave,400.0,2613.0,60,3,2,5,1,Stone,2.8,Good,30.07.2019,23.12.2019,08.05.2022,40.1665764,44.5132354,"29, Զավարյան փողոց, Կենտրոն, Երևան, 0018, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Laminateflooring,Sunny,View,Roadside,Closetothebusstation",https://myrealty.am/en/3-bedroom/apartment-for-rent/Tigran+Mets+Ave/Center/Yerevan/88180,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
"Yerevan, Center, Northern (Hyusisayin) Ave",Yerevan, Center, Northern (Hyusisayin) Ave,3000.0,3029.0,230,5,4,10,3,Monolit,3.0,Newly repaired,30.07.2019,14.12.2019,08.05.2022,40.181941,44.5142868,"10, Հյուսիսային պողոտա, Կենտրոն, Երևան, 010, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Roadside",https://myrealty.am/en/5-bedroom/apartment-for-rent-in-new-construction/Northern+%28Hyusisayin%29++Ave/Center/Yerevan/82099,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Yerevan, Center, Abovyan St",Yerevan, Center, Abovyan St,400.0,3584.0,35,1,5,5,1,Stone,2.8,Good,29.07.2019,14.12.2019,08.05.2022,40.1790829,44.5136428,"Ազգային պատկերասրահ, 1, Արամի փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Gas,Hotwater,Internet,Air-conditioner,Electricity,water24/7,Water","Furniture,Equipment,Openbalcony,Parquet,View,Roadside",https://myrealty.am/en/1-bedroom/apartment-for-rent/Abovyan+St/Center/Yerevan/82039,0,,0,,for rent,apartment,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"Yerevan, Center, Nalbandyan St",Yerevan, Center, Nalbandyan St,550.0,2657.0,85,3,2,5,1,Stone,3.0,Newly repaired,29.07.2019,29.07.2019,08.05.2022,40.1801646,44.517507,"15, Նալբանդյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/3-bedroom/apartment-for-rent/Nalbandyan+St/Center/Yerevan/82034,0,,0,,for rent,apartment,bars.am,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1
"Yerevan, Center, Leo St",Yerevan, Center, Leo St,1000.0,3153.0,65,2,13,16,1,Monolit,3.0,Newly repaired,27.07.2019,27.07.2019,08.05.2022,40.1808018,44.5045458,"1, Լեոյի փողոց, Կենտրոն, Երևան, 0015, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Leo+St/Center/Yerevan/81988,0,,0,,for rent,apartment,bars.am,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1
"Yerevan, Arabkir, Adonts St",Yerevan, Arabkir, Adonts St,550.0,3223.0,100,3,8,8,2,Monolit,3.0,Newly repaired,25.07.2019,25.07.2019,08.05.2022,40.2098294,44.5285311,"3, Նիկողայոս Ադոնցի փողոց, Արաբկիր, Երևան, 0014, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Sunny,View,Closetothebusstation",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Adonts+St/Arabkir/Yerevan/81936,0,,0,,for rent,apartment,bars.am,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Nalbandyan St",Yerevan, Center, Nalbandyan St,700.0,2383.0,110,3,3,3,1,Stone,2.8,Good,25.07.2019,24.03.2020,08.05.2022,40.1815734,44.520049,"104, Նալբանդյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Gas,Hotwater,Air-conditioner,Electricity,water24/7,Water",Openbalcony,https://myrealty.am/en/3-bedroom/apartment-for-rent/Nalbandyan+St/Center/Yerevan/88099,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Nor Norq, Gyuliqevxyan St",Yerevan, Nor Norq, Gyuliqevxyan St,350.0,607.0,36,1,2,5,1,Stone,2.8,Good,01.04.2022,01.04.2022,08.05.2022,40.1899228,44.582483,"bus parking, Թևոսյան փողոց, Նոր Նորք, Երևան, 0089, Հայաստան","Heating,Hotwater,Sewerage,Canalization,Electricity,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Parquet,View,Closetothebusstation,Park",https://myrealty.am/en/1-bedroom/apartment-for-rent/Gyuliqevxyan+St/Nor+Norq/Yerevan/120546,0,,0,,for rent,apartment,myrealty.am,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"Yerevan, Center, Teryan St",Yerevan, Center, Teryan St,1300.0,327.0,40,2,8,10,1,Monolit,3.0,Newly repaired,31.03.2022,31.03.2022,08.05.2022,40.1859256,44.5179428,"65, Տերյան փողոց, Կենտրոն, Երևան, 0009, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Sunny,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Teryan+St/Center/Yerevan/120505,0,,0,,for rent,apartment,bars.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Yerevan, Center, Tumanyan St",Yerevan, Center, Tumanyan St,1300.0,314.0,80,3,3,5,1,Stone,3.0,Newly repaired,31.03.2022,31.03.2022,08.05.2022,40.1851485,44.5133668,"29, Թումանյան փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Water,water24/7,Electricity,Gas,Heating","Closetothebusstation,View,Sunny,Tile,Eurowindows,Equipment",https://myrealty.am/en/3-bedroom/apartment-for-rent/Tumanyan+St/Center/Yerevan/120500,0,,0,,for rent,apartment,bars.am,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Center, A.Petrosyan St",Yerevan, Center, A.Petrosyan St,2500.0,283.0,180,6,3,4,2,Stone,3.0,Newly repaired,31.03.2022,31.03.2022,08.05.2022,40.180525,44.521549,"4, Ավագ Պետրոսյան փողոց, Կենտրոն, Երևան, 0100, Հայաստան","Water,water24/7,Electricity,Air-conditioner,Internet,Hotwater,Gas,Heating","Garage,Tile,Eurowindows,Openbalcony,Equipment,Furniture",https://myrealty.am/en/6-bedroom/apartment-for-rent/A.Petrosyan+St/Center/Yerevan/120494,0,,0,,for rent,apartment,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Center, Vardanants St",Yerevan, Center, Vardanants St,1200.0,364.0,90,3,2,5,1,Stone,2.8,Newly repaired,30.03.2022,30.03.2022,08.05.2022,40.1791713,44.5172163,"48/1, Նալբանդյան փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Internet,Hotwater,Electricity,Air-conditioner,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/3-bedroom/apartment-for-rent/Vardanants+St/Center/Yerevan/120482,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Center, Tumanyan St",Yerevan, Center, Tumanyan St,2000.0,361.0,70,3,3,6,1,Stone,3.0,Newly repaired,30.03.2022,30.03.2022,08.05.2022,40.1827029,44.5166737,"19, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Internet,Electricity,Air-conditioner,Gas,water24/7","Furniture,Equipment,Eurowindows,Loggia,Openbalcony,Tile,Parquet,Sunny,View,Roadside,Closetothebusstation,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent/Tumanyan+St/Center/Yerevan/120475,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1
"Yerevan, Center, Tumanyan St",Yerevan, Center, Tumanyan St,850.0,350.0,65,2,5,5,1,Stone,3.2,Newly repaired,30.03.2022,30.03.2022,08.05.2022,40.1827029,44.5166737,"19, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Parquet,Sunny,View,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent/Tumanyan+St/Center/Yerevan/120470,0,,0,,for rent,apartment,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Argishti St",Yerevan, Center, Argishti St,800.0,343.0,75,3,2,14,1,Monolit,3.0,Newly repaired,30.03.2022,30.03.2022,08.05.2022,40.1739456,44.5023327,"Yerevan Ararat Wine Brandy Vodka FactoryԵրեվանի Արարատ Կոնյակի-Գինու-Օղու Կոմբինատ, 9, Արգիշտի փողոց, Կենտրոն, Երևան, 0015, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Sunny,View,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Argishti+St/Center/Yerevan/120465,0,,0,,for rent,apartment,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
"Kotayk, Tsaghkadzor, Tsaghkadzor",Kotayk, Tsaghkadzor, Tsaghkadzor,850.0,299.0,50,2,4,8,1,Other,3.0,Newly repaired,30.03.2022,30.03.2022,08.05.2022,40.5317434,44.7159759,"Օլիմպիական փողոց, Ծաղկա‎ձոր, Կոտայքի մարզ, 2310, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Parking,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Tsaghkadzor/Tsaghkadzor/Kotayk/120464,0,,0,,for rent,apartment,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1
"Yerevan, Center, A.Petrosyan St",Yerevan, Center, A.Petrosyan St,2100.0,222.0,200,6,3,4,3,Stone,3.0,Newly repaired,30.03.2022,30.03.2022,08.05.2022,40.180525,44.521549,"4, Ավագ Պետրոսյան փողոց, Կենտրոն, Երևան, 0100, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Balcony,Tile,Parquet,Heatedfloor,Securitysystem,Sunny,View,Closetothebusstation,Parking,Playground,Park",https://myrealty.am/en/6-bedroom/apartment-for-rent/A.Petrosyan+St/Center/Yerevan/120461,0,,0,,for rent,apartment,bars.am,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1
"Yerevan, Center, Sayat-Nova Ave",Yerevan, Center, Sayat-Nova Ave,800.0,460.0,96,3,8,10,1,Panel,2.8,Good,29.03.2022,29.03.2022,08.05.2022,40.1835685,44.5204962,"21, Սայաթ-Նովայի պողոտա, Կենտրոն, Երևան, 0001, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Equipment,Furniture",https://myrealty.am/en/3-bedroom/apartment-for-rent/Sayat-Nova+Ave/Center/Yerevan/120447,0,,0,,for rent,apartment,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Khanjyan St",Yerevan, Center, Khanjyan St,850.0,364.0,80,3,4,5,1,Other,2.8,Good,29.03.2022,29.03.2022,08.05.2022,40.1772503,44.5219606,"31, Խանջյան փողոց, Երևան, 0070, Հայաստան","Water,water24/7,Electricity,Centralheating,Internet,Hotwater,Gas,Heating","Eurowindows,Equipment,Furniture,Tile",https://myrealty.am/en/3-bedroom/apartment-for-rent/Khanjyan+St/Center/Yerevan/120440,0,,0,,for rent,apartment,bars.am,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
