Location,Region,District,Street,Price,Views,Area,Rooms,Floor,Storeys,Bathrooms,Building_type,Ceiling_height,Condition,Date_added,Date_edited,Date_scraped,Latitude,Longitude,Address,Facilities,Additional_info,url,On_request,Price_sqm,Error,Floors,Listing_type,Property_type,Platform_name,Airconditioner,Canalization,Centralheating,Electricity,Gas,Heating,Hotwater,Internet,Irrigation,Sewerage,Water,Water24_7,Attic,Balcony,Basement,Bilateral,Buildingexistence,Closetothebusstation,Elevator,Equipment,Eurowindows,Fence,Fireplace,Furniture,Garage,Gate,Grating,Gym,Heatedfloor,Heater,Highfirstfloor,Irondoor,Laminateflooring,Loggia,Openbalcony,Park,Parking,Parquet,Playground,Roadside,Sauna,Securitysystem,Storageroom,Sunny,Swimmingpool,Tile,Has_view
"Yerevan, Center, Pushkin St",Yerevan, Center, Pushkin St,500.0,4194.0,50,2,2,10,1,Panel,2.8,Newly repaired,03.10.2015,22.04.2020,08.05.2022,40.1828222,44.512412,"Չայկովսկու անվան երաժշտական դպրոց, Եզնիկ Կողբացու փողոց, Կենտրոն, Երևան, 0002, Հայաստան","water24/7,Electricity,Centralheating,Air-conditioner,Hotwater,Gas,Heating","Roadside,View,Sunny,Tile,Eurowindows,Equipment,Furniture",https://myrealty.am/en/2-bedroom/apartment-for-rent/Pushkin+St/Center/Yerevan/10228,0,,0,,for rent,apartment,bars.am,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
"Yerevan, Center, Mashtots Ave",Yerevan, Center, Mashtots Ave,1500.0,5828.0,105,3,2,9,1,Other,2.8,Newly repaired,03.10.2015,01.08.2019,08.05.2022,40.183731,44.5111862,"36, Մեսրոպ Մաշտոցի պողոտա, Երևան, 0002, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Sunny,Laminateflooring,Tile,Eurowindows,Openbalcony,Equipment,Furniture",https://myrealty.am/en/3-bedroom/apartment-for-rent/Mashtots+Ave/Center/Yerevan/10224,0,,0,,for rent,apartment,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"Yerevan, Center, Mashtots Ave",Yerevan, Center, Mashtots Ave,450.0,6007.0,62,3,6,9,1,Panel,2.8,Good,03.10.2015,08.07.2019,08.05.2022,40.183731,44.5111862,"36, Մեսրոպ Մաշտոցի պողոտա, Երևան, 0002, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas","Sunny,Parquet,Tile,Equipment,Furniture",https://myrealty.am/en/3-bedroom/apartment-for-rent/Mashtots+Ave/Center/Yerevan/10223,0,,0,,for rent,apartment,bars.am,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"Yerevan, Arabkir, Mamikoniants St",Yerevan, Arabkir, Mamikoniants St,550.0,5523.0,80,3,2,5,1,Other,2.8,Good,03.10.2015,25.06.2019,08.05.2022,40.209317,44.5172587,"Արաբկիր, Երևան, 0051, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Sunny,Equipment,Furniture",https://myrealty.am/en/3-bedroom/apartment-for-rent/Mamikoniants+St/Arabkir/Yerevan/10221,0,,0,,for rent,apartment,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Yerevan, Center, Lalayants st",Yerevan, Center, Lalayants st,1100.0,5907.0,95,3,8,11,1,Panel,2.8,Good,03.10.2015,07.08.2020,08.05.2022,40.1791857,44.4991029,"""Pioneer"" Station, 15/9, Պարոնյան փողոց, Երևան, 0015, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Tile,Eurowindows,Elevator,Balcony,Equipment,Furniture",https://myrealty.am/en/3-bedroom/apartment-for-rent/Lalayants+st/Center/Yerevan/10217,0,,0,,for rent,apartment,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Center, Koghbatsi St",Yerevan, Center, Koghbatsi St,2000.0,5619.0,95,3,6,13,1,Panel,2.8,Newly repaired,03.10.2015,08.07.2019,08.05.2022,40.1815025,44.5108536,"Պանդոկ Մցխեթա, 7, Եզնիկ Կողբացու փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Sunny,Laminateflooring,Tile,Eurowindows,Elevator,Equipment,Furniture",https://myrealty.am/en/3-bedroom/apartment-for-rent/Koghbatsi+St/Center/Yerevan/10216,0,,0,,for rent,apartment,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Yerevan, Center, Rostom St",Yerevan, Center, Rostom St,500.0,2657.0,87,2,7,9,1,Monolit,3.0,Newly repaired,16.02.2019,03.04.2021,08.05.2022,40.1674127,44.5185113,"29, Ռոստոմի փողոց, Կենտրոն, Երևան, 0070, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Closetothebusstation,View,Sunny,Parquet,Tile,Eurowindows,Elevator,Equipment,Furniture",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Rostom+St/Center/Yerevan/71602,0,,0,,for rent,apartment,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Teryan St",Yerevan, Center, Teryan St,700.0,4529.0,40,1,3,4,1,Stone,3.0,Newly repaired,15.02.2019,25.03.2022,08.05.2022,40.1885487,44.5213424,"68a, Տերյան փողոց, Երևան, 0009, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Laminateflooring,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/1-bedroom/apartment-for-rent/Teryan+St/Center/Yerevan/71552,0,,0,,for rent,apartment,bars.am,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Center, Tsitsernakaberd Highway",Yerevan, Center, Tsitsernakaberd Highway,600.0,2861.0,70,2,16,22,1,Monolit,3.0,Good,12.02.2019,24.03.2020,08.05.2022,40.1817249,44.4854115,"4, Ծիծեռնակաբերդի խճուղի, Աջափնյակ, Երևան, 0038, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Parquet,Sunny,View,Closetothebusstation,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Tsitsernakaberd+Highway/Center/Yerevan/71420,0,,0,,for rent,apartment,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Paronyan St",Yerevan, Center, Paronyan St,360.0,3084.0,83,3,8,9,1,Panel,3.0,Newly repaired,12.02.2019,15.07.2019,08.05.2022,40.1811312,44.4992109,"Կենտրոն, Երևան, 0015, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Irondoor,View,Parquet,Tile,Eurowindows,Elevator,Openbalcony,Equipment,Furniture",https://myrealty.am/en/3-bedroom/apartment-for-rent/Paronyan+St/Center/Yerevan/71386,0,,0,,for rent,apartment,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
"Yerevan, Center, Mashtots Ave",Yerevan, Center, Mashtots Ave,700.0,2803.0,56,2,4,4,1,Stone,3.0,Newly repaired,12.02.2019,24.07.2019,08.05.2022,40.1841183,44.5111138,"27, Մեսրոպ Մաշտոցի պողոտա, Երևան, 0002, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/2-bedroom/apartment-for-rent/Mashtots+Ave/Center/Yerevan/71370,0,,0,,for rent,apartment,myrealty.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Center, Sayat-Nova Ave",Yerevan, Center, Sayat-Nova Ave,600.0,2730.0,52,2,2,5,1,Stone,2.8,Newly repaired,12.02.2019,15.05.2019,08.05.2022,40.1779593,44.5264024,"37, Սայաթ-Նովայի պողոտա, Կենտրոն, Երևան, 0025, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Furniture,Irondoor,Roadside,Equipment",https://myrealty.am/en/2-bedroom/apartment-for-rent/Sayat-Nova+Ave/Center/Yerevan/71366,0,,0,,for rent,apartment,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Yerevan, Center, M.Khorenatsi St",Yerevan, Center, M.Khorenatsi St,1100.0,2871.0,164,4,11,12,2,Monolit,3.0,Newly repaired,10.02.2019,22.04.2020,08.05.2022,40.1784278,44.5070193,"9, Խորենացու փողոց, Կենտրոն, Երևան, 0018, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Balcony,Tile,Laminateflooring,Sunny,Roadside,Closetothebusstation,Playground,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-rent/M.Khorenatsi+St/Center/Yerevan/71284,0,,0,,for rent,apartment,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0
"Yerevan, Center, Buzand St",Yerevan, Center, Buzand St,1200.0,2865.0,50,2,11,14,1,Monolit,3.0,Good,09.02.2019,18.04.2019,08.05.2022,40.1759827,44.5174415,"1/3, Բյուզանդի փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Sunny,View,Closetothebusstation,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent/Buzand+St/Center/Yerevan/71244,0,,0,,for rent,apartment,myrealty.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Abovyan St",Yerevan, Center, Abovyan St,1700.0,3146.0,100,3,4,5,1,Stone,3.0,Newly repaired,08.02.2019,16.12.2019,08.05.2022,40.1829486,44.5174863,"11, Աբովյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Securitysystem,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Playground,Park,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent/Abovyan+St/Center/Yerevan/71209,0,,0,,for rent,apartment,myrealty.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1
"Yerevan, Center, Tsitsernakaberd Highway",Yerevan, Center, Tsitsernakaberd Highway,700.0,2991.0,70,2,10,22,1,Monolit,3.0,Newly repaired,08.02.2019,01.05.2020,08.05.2022,40.1793729,44.4899699,"1/3, Ծիծեռնակաբերդի խճուղի, Կիլիկիա, Երևան, 0082, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Tsitsernakaberd+Highway/Center/Yerevan/71167,0,,0,,for rent,apartment,bars.am,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1
"Yerevan, Center, Argishti St",Yerevan, Center, Argishti St,380.0,3584.0,51,2,10,14,1,Monolit,2.8,Newly repaired,08.02.2019,08.02.2019,08.05.2022,40.1739456,44.5023327,"Yerevan Ararat Wine Brandy Vodka FactoryԵրեվանի Արարատ Կոնյակի-Գինու-Օղու Կոմբինատ, 9, Արգիշտի փողոց, Կենտրոն, Երևան, 0015, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Sunny,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Argishti+St/Center/Yerevan/71163,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"Yerevan, Center, Vardanants St",Yerevan, Center, Vardanants St,1500.0,3064.0,250,4,5,5,1,Stone,2.8,Newly repaired,07.02.2019,04.05.2020,08.05.2022,40.1756403,44.5207066,"19, Խանջյան փողոց, Երևան, 0010, Հայաստան","Heating,Gas,Hotwater,Centralheating,Electricity,water24/7,Water","Equipment,Openbalcony,Irondoor,View,Sunny,Parquet,Laminateflooring,Tile,Eurowindows,Furniture",https://myrealty.am/en/4-bedroom/apartment-for-rent/Vardanants+St/Center/Yerevan/71103,0,,0,,for rent,apartment,bars.am,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Aghayan St",Yerevan, Center, Aghayan St,1000.0,2595.0,102,3,2,3,1,Stone,3.0,Newly repaired,07.02.2019,07.05.2020,08.05.2022,40.1855906,44.5193321,"15, Աղայան փողոց, Կենտրոն, Երևան, 0009, Հայաստան","Heating,Hotwater,Electricity,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Parquet,Sunny,View,Roadside,Park",https://myrealty.am/en/3-bedroom/apartment-for-rent/Aghayan+St/Center/Yerevan/71031,0,,0,,for rent,apartment,myrealty.am,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1
"Yerevan, Center, Aram St",Yerevan, Center, Aram St,2000.0,3472.0,175,4,6,14,3,Monolit,3.0,Newly repaired,07.02.2019,12.03.2020,08.05.2022,40.1835852,44.5079517,"Դարգեթ գարեջրատուն, 72, Արամի փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Heatedfloor,Securitysystem,Sunny,View,Bilateral,Roadside,Closetothebusstation,Parking,Park,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-rent-in-new-construction/Aram+St/Center/Yerevan/71020,0,,0,,for rent,apartment,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1
"Yerevan, Center, Buzand St",Yerevan, Center, Buzand St,800.0,3142.0,60,2,3,15,1,Monolit,3.2,Newly repaired,07.02.2019,01.05.2020,08.05.2022,40.1759827,44.5174415,"1/3, Բյուզանդի փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Buzand+St/Center/Yerevan/71005,0,,0,,for rent,apartment,bars.am,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1
"Yerevan, Center, Pushkin St",Yerevan, Center, Pushkin St,1400.0,3821.0,120,4,5,11,2,Monolit,3.2,Newly repaired,06.02.2019,17.07.2020,08.05.2022,40.1855882,44.5080805,"51, Պուշկինի փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Securitysystem,Sunny,View,Bilateral,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/4-bedroom/apartment-for-rent-in-new-construction/Pushkin+St/Center/Yerevan/70932,0,,0,,for rent,apartment,myrealty.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1
"Yerevan, Arabkir, Vratsakan St",Yerevan, Arabkir, Vratsakan St,360.0,3400.0,44,2,4,5,1,Stone,3.2,Newly repaired,05.02.2019,12.05.2020,08.05.2022,40.2077158,44.5102803,"15, Վրացական փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/2-bedroom/apartment-for-rent/Vratsakan+St/Arabkir/Yerevan/70834,0,,0,,for rent,apartment,myrealty.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1
"Yerevan, Arabkir, N. Zaryan St",Yerevan, Arabkir, N. Zaryan St,570.0,4458.0,56,2,15,15,1,Monolit,3.2,Newly repaired,05.02.2019,17.07.2020,08.05.2022,40.2038711,44.5235836,"Makkony busines centre, 73, Նաիրի Զարյան փողոց, Արաբկիր, Երևան, 0014, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/N.+Zaryan+St/Arabkir/Yerevan/70822,0,,0,,for rent,apartment,bars.am,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1
"Yerevan, Center, Buzand St",Yerevan, Center, Buzand St,900.0,3555.0,35,2,13,15,1,Monolit,3.2,Newly repaired,04.02.2019,13.05.2020,08.05.2022,40.1759827,44.5174415,"1/3, Բյուզանդի փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Parking,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Buzand+St/Center/Yerevan/70804,0,,0,,for rent,apartment,bars.am,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1
"Yerevan, Center, Mashtots Ave",Yerevan, Center, Mashtots Ave,1000.0,2699.0,66,2,9,15,1,Monolit,3.0,Newly repaired,04.02.2019,29.11.2019,08.05.2022,40.1771064,44.502793,"1, Պարոնյան փողոց, Երևան, 0015, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Securitysystem,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent/Mashtots+Ave/Center/Yerevan/70763,0,,0,,for rent,apartment,myrealty.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1
"Yerevan, Center, Vardanants St",Yerevan, Center, Vardanants St,1500.0,2885.0,190,3,17,23,1,Monolit,3.0,Newly repaired,04.02.2019,01.08.2019,08.05.2022,40.1787248,44.5174431,"8, Վարդանանց փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Parquet,Sunny,View,Parking,Playground,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Vardanants+St/Center/Yerevan/70754,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Vardanants St",Yerevan, Center, Vardanants St,1500.0,3184.0,190,3,17,23,2,Monolit,3.0,Newly repaired,04.02.2019,03.04.2021,08.05.2022,40.1787248,44.5174431,"8, Վարդանանց փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Parquet,Sunny,View,Parking,Playground,Elevator",https://myrealty.am/en/3-bedroom/apartment-for-rent-in-new-construction/Vardanants+St/Center/Yerevan/70732,0,,0,,for rent,apartment,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1
"Yerevan, Center, Vardanants St",Yerevan, Center, Vardanants St,1500.0,3518.0,191,2,17,23,1,Monolit,3.0,Newly repaired,04.02.2019,23.06.2020,08.05.2022,40.1787248,44.5174431,"8, Վարդանանց փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent-in-new-construction/Vardanants+St/Center/Yerevan/70727,0,,0,,for rent,apartment,bars.am,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Center, Buzand St",Yerevan, Center, Buzand St,700.0,2765.0,75,2,7,7,1,Monolit,3.0,Newly repaired,01.02.2019,15.07.2019,08.05.2022,40.1759723,44.5174286,"1/3, Բյուզանդի փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Sunny,View,Roadside,Closetothebusstation,Playground,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent/Buzand+St/Center/Yerevan/70561,0,,0,,for rent,apartment,myrealty.am,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Center, Hanrapetutyan St",Yerevan, Center, Hanrapetutyan St,800.0,2912.0,70,2,9,9,1,Monolit,3.0,Newly repaired,01.02.2019,01.05.2020,08.05.2022,40.1778144,44.5188041,"Strudel House, Հանրապետության փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Securitysystem,Sunny,View,Closetothebusstation,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent/Hanrapetutyan+St/Center/Yerevan/70560,0,,0,,for rent,apartment,bars.am,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
"Yerevan, Center, Buzand St",Yerevan, Center, Buzand St,900.0,3066.0,55,2,10,15,1,Monolit,2.8,Newly repaired,01.02.2019,18.04.2019,08.05.2022,40.1764125,44.516867,"Բյուզանդի փողոց, Կենտրոն, Երևան, 0010, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Laminateflooring,Sunny,View,Roadside,Closetothebusstation,Park,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent/Buzand+St/Center/Yerevan/70842,0,,0,,for rent,apartment,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"Yerevan, Center, Amiryan St",Yerevan, Center, Amiryan St,650.0,3029.0,60,2,6,16,1,Panel,2.8,Newly repaired,01.02.2019,12.11.2019,08.05.2022,40.1810405,44.5070715,"15, Ամիրյան փողոց, Կենտրոն, Երևան, 0002, Հայաստան","Heating,Hotwater,Electricity,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Laminateflooring,Sunny,View,Elevator",https://myrealty.am/en/2-bedroom/apartment-for-rent/Amiryan+St/Center/Yerevan/70503,0,,0,,for rent,apartment,myrealty.am,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
